BelowCutoff_IRF_q10,BelowCutoff_IRF_q50,BelowCutoff_IRF_q90,EMP_IRF_q10,EMP_IRF_q50,EMP_IRF_q90,GDP_IRF_q10,GDP_IRF_q50,GDP_IRF_q90,TFP_IRF_q10,TFP_IRF_q50,TFP_IRF_q90
-9.31353147840279e-05,6.40923083636642e-05,0.000530481030050492,0.000590199125581414,0.0115595245180536,0.0646521669144273,1.2164783795671,1.62772142011504,2.32140771335293,1.43554708513836,1.82729889969828,2.27478307952961
-8.0611399669396e-05,5.3601149694075e-05,0.00048425184727322,0.000417740701493269,0.00980423361345148,0.058121130602921,1.2158671176049,1.62786813152664,2.32099782765607,1.43298309406868,1.82477931250464,2.27430437421325
-7.11244962276584e-05,4.51892783905766e-05,0.000447842181409019,0.000282400542593638,0.00825146225826667,0.052845405489327,1.21573569640733,1.62785996400874,2.32065319551061,1.42566778039444,1.82293216765317,2.27390324349651
-6.32305937913866e-05,3.74954584812518e-05,0.000408507291962182,0.000194708703215503,0.00707120025105911,0.0485247801215946,1.21565245889704,1.62779416215138,2.32036349863584,1.42396132930769,1.82198391196469,2.27145453850835
-6.06899054781275e-05,3.15227019576015e-05,0.000376666365718493,0.000115616146784081,0.00598717385485677,0.04457339050071,1.21531872071015,1.62761191371906,2.3213533525721,1.42135192767291,1.82113191604798,2.26872524661837
-5.7768431009827e-05,2.62937711441573e-05,0.000347360103604764,6.35063633875578e-05,0.0050914166151906,0.0408863018682144,1.21520469584129,1.62746100331972,2.32405044382225,1.41953113245928,1.82063659702593,2.26824042780032
-5.30511379968011e-05,2.25013432418399e-05,0.000319751535050443,3.54872928841852e-05,0.00428633048867494,0.0373614904326605,1.21525229776267,1.627335973471,2.32705914876882,1.41880468853869,1.82045812387373,2.26782326946574
-4.60931348460649e-05,1.90329541716542e-05,0.000296945049199891,1.58240569138657e-05,0.00364932527868527,0.034173738708985,1.21531183399198,1.62614294031368,2.33041793451206,1.41818689345385,1.81950871292045,2.26746432130227
-4.01942487043752e-05,1.6596695300194e-05,0.000273900053640016,1.95656301167527e-06,0.00306195633584707,0.0313527900977645,1.21537934020362,1.62600092406784,2.32986703608969,1.41613875093854,1.81868271315569,2.26715545261026
-3.50596733494232e-05,1.39003824361899e-05,0.000248542057133985,-3.47188368616544e-06,0.00259355466979254,0.0289209049993747,1.21545170473428,1.62588404288631,2.32937302031215,1.41247748576103,1.81817054202409,2.26688966843453
-3.09509948016463e-05,1.17199954547226e-05,0.000226522484314693,-8.67157072968541e-06,0.00222843308693858,0.0266666406151277,1.21533501741746,1.625779745346,2.3289292522418,1.41027511575022,1.81790494583004,2.26666095128323
-2.77944142255925e-05,9.95990369564446e-06,0.00020887469423451,-2.10096589642556e-05,0.00188112520032034,0.0242141033480645,1.21531080996435,1.62556095291895,2.3285299992544,1.40917796549737,1.81779153403321,2.26646412463697
-2.50434249785813e-05,8.39948635241718e-06,0.000192894353927258,-2.12990932162405e-05,0.00162280232032097,0.022099693566566,1.2152896182686,1.62537206993811,2.32834730154246,1.40873327347957,1.81776664109805,2.26629473546577
-2.18831575755597e-05,7.21564042253588e-06,0.000174948552242934,-2.72789109834401e-05,0.00135783864421247,0.0204175035015447,1.21527102200986,1.6255714939068,2.32960684458753,1.40834764504341,1.8176956127048,2.26614895316291
-1.88022000703912e-05,6.0386430431504e-06,0.000161849375355355,-2.71917775657611e-05,0.00114365287081435,0.0186636334038753,1.21525467160959,1.62583933938401,2.33079452664859,1.40713045923913,1.81738909500495,2.26602348253453
